dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,0.000573,0.381950,0.000625,0.025000,0.500000,10.000000,0.000000
0.050000,0.003072,0.381950,0.003125,0.050000,0.500000,-0.000000,0.000000
0.050000,0.008697,0.381950,0.008750,0.112500,1.250000,15.000000,0.000000
0.050000,0.018697,0.381950,0.018750,0.200000,1.750000,10.000000,0.000000
0.050000,0.033698,0.381950,0.033750,0.300000,2.000000,5.000000,0.000000
0.050000,0.053698,0.381950,0.053750,0.400000,2.000000,-0.000000,0.000000
0.050000,0.078698,0.381950,0.078750,0.500000,2.000000,-0.000000,0.000000
0.050000,0.108698,0.381950,0.108750,0.600000,2.000000,-0.000000,0.000000
0.050000,0.143698,0.381950,0.143750,0.700000,2.000000,0.000000,0.000000
0.050000,0.183697,0.381950,0.183750,0.800000,2.000000,-0.000000,0.000000
0.050000,0.228697,0.381950,0.228750,0.900000,2.000000,-0.000000,0.000000
0.050000,0.278697,0.381950,0.278750,1.000000,2.000000,0.000000,0.000000
0.050000,0.333697,0.381950,0.333750,1.100000,2.000000,0.000000,0.000000
0.050000,0.393697,0.381950,0.393750,1.200000,2.000000,0.000000,0.000000
0.050000,0.458698,0.381950,0.458750,1.300000,2.000000,-0.000000,0.000000
0.050000,0.528698,0.381950,0.528750,1.400000,2.000000,-0.000000,0.000000
0.050000,0.603698,0.381950,0.603750,1.500000,2.000000,0.000000,0.000000
0.050000,0.683698,0.381950,0.683750,1.600000,2.000000,-0.000000,0.000000
0.050000,0.768697,0.381950,0.768750,1.700000,2.000000,-0.000000,0.000000
0.050000,0.858697,0.381950,0.858750,1.800000,2.000000,0.000000,0.000000
0.050000,0.953072,0.381950,0.953125,1.887500,1.750000,-5.000000,0.000000
0.050000,1.050572,0.381950,1.050625,1.950000,1.250000,-10.000000,0.000000
0.050000,1.149947,0.381950,1.150000,1.987500,0.750000,-10.000000,0.000000
0.050000,1.249947,0.381950,1.250000,2.000000,0.250000,-10.000000,0.000000
0.050000,1.349947,0.381950,1.350000,2.000000,0.000000,-5.000000,0.000000
0.050000,1.449947,0.381950,1.450000,2.000000,-0.000000,-0.000000,0.000000
0.050000,1.549947,0.381950,1.550000,2.000000,0.000000,0.000000,0.000000
0.050000,1.649947,0.381950,1.650000,2.000000,0.000000,-0.000000,0.000000
0.050000,1.749947,0.381950,1.750000,2.000000,0.000000,0.000000,0.000000
0.050000,1.849947,0.381950,1.850000,2.000000,-0.000000,-0.000000,0.000000
0.050000,1.949947,0.381950,1.950000,2.000000,0.000000,0.000000,0.000000
0.050000,2.049947,0.381950,2.050000,2.000000,0.000000,0.000000,0.000000
0.050000,2.149947,0.381950,2.150000,2.000000,0.000000,-0.000000,0.000000
0.050000,2.249947,0.381950,2.250000,2.000000,-0.000000,-0.000000,0.000000
0.050000,2.349947,0.381950,2.350000,2.000000,0.000000,0.000000,0.000000
0.050000,2.449947,0.381950,2.450000,2.000000,-0.000000,-0.000000,0.000000
0.050000,2.549947,0.381950,2.550000,2.000000,-0.000000,0.000000,0.000000
0.050000,2.649947,0.381950,2.650000,2.000000,0.000000,0.000000,0.000000
0.050000,2.749947,0.381950,2.750000,2.000000,0.000000,0.000000,0.000000
0.050000,2.849947,0.381950,2.850000,2.000000,-0.000000,-0.000000,0.000000
0.050000,2.949947,0.381950,2.950000,2.000000,-0.000000,0.000000,0.000000
0.050000,3.049948,0.381950,3.050000,2.000000,0.000000,0.000000,0.000000
0.050000,3.149948,0.381950,3.150000,2.000000,0.000000,0.000000,0.000000
0.050000,3.249948,0.381950,3.250000,2.000000,-0.000000,-0.000000,0.000000
0.050000,3.349948,0.381950,3.350000,2.000000,0.000000,0.000000,0.000000
0.050000,3.449948,0.381950,3.450000,2.000000,-0.000000,-0.000000,0.000000
0.050000,3.549948,0.381950,3.550000,2.000000,0.000000,0.000000,0.000000
0.050000,3.649948,0.381950,3.650000,2.000000,0.000000,-0.000000,0.000000
0.050000,3.749948,0.381950,3.750000,2.000000,-0.000000,-0.000000,0.000000
0.050000,3.849948,0.381950,3.850000,2.000000,-0.000000,0.000000,0.000000
0.050000,3.949948,0.381950,3.950000,2.000000,0.000000,0.000000,0.000000
0.050000,4.049948,0.381950,4.050000,2.000000,-0.000000,-0.000000,0.000000
0.050000,4.149948,0.381950,4.150000,2.000000,-0.000000,0.000000,0.000000
0.050000,4.249948,0.381950,4.250000,2.000000,0.000000,0.000000,0.000000
0.050000,4.349948,0.381950,4.350000,2.000000,-0.000000,-0.000000,0.000000
0.050000,4.449948,0.381950,4.450000,2.000000,0.000000,0.000000,0.000000
0.050000,4.549948,0.381950,4.550000,2.000000,0.000000,0.000000,0.000000
0.050000,4.649948,0.381950,4.650000,2.000000,-0.000000,-0.000000,0.000000
0.050000,4.749948,0.381950,4.750000,2.000000,0.000000,0.000000,0.000000
0.050000,4.849948,0.381950,4.850000,2.000000,-0.000000,-0.000000,0.000000
0.050000,4.949948,0.381950,4.950000,2.000000,0.000000,0.000000,0.000000
0.050000,5.049948,0.381950,5.050000,2.000000,0.000000,0.000000,0.000000
0.050000,5.149948,0.381950,5.150000,2.000000,-0.000000,-0.000000,0.000000
0.050000,5.249948,0.381950,5.250000,2.000000,0.000000,0.000000,0.000000
0.050000,5.376350,0.377561,5.376478,2.529564,10.591281,211.825615,6.213718
0.050000,5.501947,0.364452,5.502758,2.525600,-0.079281,-213.411237,6.144848
0.050000,5.625515,0.343006,5.628173,2.508300,-0.346007,-5.334517,6.078247
0.050000,5.746047,0.313936,5.752162,2.479769,-0.570609,-4.492031,6.015388
0.050000,5.862804,0.278185,5.874269,2.442152,-0.752347,-3.634769,5.957463
0.050000,5.975348,0.236820,5.994174,2.398097,-0.881100,-2.575054,5.905313
0.050000,6.083524,0.190923,6.111684,2.350203,-0.957886,-1.535732,5.859442
0.050000,6.187407,0.141521,6.226716,2.300628,-0.991500,-0.672284,5.820068
0.050000,6.287233,0.089547,6.339262,2.250920,-0.994157,-0.053122,5.787208
0.050000,6.383340,0.035828,6.449362,2.202018,-0.978038,0.322376,5.760754
0.050000,6.476115,-0.018906,6.557080,2.154349,-0.953386,0.493032,5.740544
0.050000,6.565959,-0.074013,6.662478,2.107954,-0.927888,0.509968,5.726410
0.050000,6.653263,-0.128912,6.765608,2.062613,-0.906814,0.421466,5.718212
0.050000,6.738392,-0.183073,6.866505,2.017941,-0.893456,0.267163,5.715864
0.050000,6.821673,-0.235994,6.965178,1.973463,-0.889554,0.078055,5.719337
0.050000,6.903393,-0.287193,7.061613,1.928684,-0.895584,-0.120609,5.728672
0.050000,6.983446,-0.335991,7.155366,1.875074,-1.072185,-3.532028,5.743888
0.050000,7.061202,-0.381486,7.245454,1.801754,-1.466408,-7.884456,5.764793
0.050000,7.135870,-0.422849,7.330814,1.707191,-1.891257,-8.496974,5.790895
0.050000,7.206647,-0.459477,7.410506,1.593854,-2.266734,-7.509543,5.821379
0.050000,7.273051,-0.491173,7.484087,1.471623,-2.444631,-3.557946,5.855273
0.050000,7.335067,-0.518138,7.551712,1.352496,-2.382539,1.241842,5.891671
0.050000,7.392810,-0.540726,7.613716,1.240077,-2.248375,2.683288,5.929694
0.050000,7.446388,-0.559343,7.670436,1.134397,-2.113601,2.695476,5.968461
0.050000,7.495904,-0.574425,7.722197,1.035228,-1.983393,2.604163,6.007121
0.050000,7.541455,-0.586415,7.769301,0.942069,-1.863163,2.404589,6.044885
0.050000,7.583133,-0.595750,7.812011,0.854195,-1.757481,2.113659,6.081064
0.050000,7.621010,-0.602847,7.850547,0.770731,-1.669294,1.763726,6.115080
0.050000,7.655147,-0.608092,7.885085,0.690749,-1.599636,1.393164,6.146476
0.050000,7.685585,-0.611841,7.915753,0.613360,-1.547771,1.037308,6.174913
0.050000,7.712351,-0.614409,7.942641,0.537778,-1.511648,0.722451,6.200154
0.050000,7.735458,-0.616078,7.965809,0.463355,-1.488463,0.463699,6.222048
0.050000,7.754912,-0.617089,7.985289,0.389596,-1.475166,0.265933,6.240507
0.050000,7.770710,-0.617645,8.001097,0.316154,-1.468846,0.126414,6.255490
0.050000,7.782847,-0.617911,8.013237,0.242806,-1.466959,0.037726,6.266984
0.050000,7.791318,-0.618014,8.021709,0.169434,-1.467449,-0.009784,6.274992
0.050000,7.796437,-0.618044,8.026827,0.102371,-1.341251,2.523964,6.279825
0.050000,7.798978,-0.618050,8.029368,0.050822,-1.030980,6.205411,6.282222
0.050000,7.799859,-0.618050,8.030250,0.017630,-0.663840,7.342800,6.283053
0.050000,7.800000,-0.618050,8.030391,0.002813,-0.296336,7.350079,6.283185
0.050000,7.800000,-0.618050,8.030391,0.000000,-0.056267,4.801372,6.283185
